Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Years_of_Operation,Item_Fat_Content_Low Fat,Item_Fat_Content_Not Applicable,Item_Fat_Content_Regular,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Broad_Drink,Item_Type_Broad_Food,Item_Type_Broad_Non-Consumable
NCX05,15.2,0.097457483,114.4492,2009,2.0,1,579.246,15,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
FDX59,10.195,0.051661272,33.3558,1997,1.0,3,848.895,27,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDE10,6.67,0.0,133.0626,1999,2.0,3,1573.9512,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FDW16,,0.041273391,91.6804,1985,2.0,1,3858.9768,39,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDW07,,0.141997869,90.5514,1985,2.0,1,2036.6822,39,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDG38,8.975,0.0,84.9224,2009,2.0,1,1278.336,15,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
DRC27,13.8,0.058339153,246.2802,2009,2.0,1,1228.401,15,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
FDT43,16.35,0.020544065,49.9324,2004,1.0,2,259.662,20,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDR44,6.11,0.103503049,129.6968,2007,,2,1174.4712,17,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDP26,7.785,0.140342195,105.6306,2007,,2,627.1836,17,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
NCE55,,0.12929931,178.237,1985,2.0,1,7939.665,39,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
FDU39,18.85,0.036031137,60.4562,2004,1.0,2,1125.8678,20,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDK27,,0.008903212,120.9756,1985,2.0,1,2787.0388,39,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDP32,6.65,0.087669485,127.2678,1997,1.0,3,2416.1882,27,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
NCW54,7.5,0.0,59.2588,1999,2.0,3,916.1408,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
FDA36,5.985,0.005661669,186.5924,1987,3.0,1,2591.2936,37,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDU24,6.78,0.0,95.012,1999,2.0,3,2050.664,25,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FDX34,6.195,0.07198553,122.2098,1997,1.0,3,1205.098,27,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDU27,18.6,0.17133418,48.8376,1987,3.0,1,287.6256,37,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDQ25,8.63,0.047329385,174.1422,1998,,1,517.3266,26,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
FDY01,11.8,0.170977155,117.0834,2009,2.0,1,1842.9344,15,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
FDH27,7.075,0.058298384,145.8128,1987,3.0,1,1725.7536,37,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDL10,8.395,0.039715591,100.1042,2007,,2,1289.6546,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDL15,17.85,0.046824729,153.6682,2009,2.0,1,1829.6184,15,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
FDT24,12.35,0.311090379,79.2328,1998,,1,154.4656,26,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
NCN55,14.6,0.059611153,238.3538,2002,,2,2163.1842,22,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
FDZ59,,0.103517853,164.95,1985,2.0,1,4161.25,39,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDM57,11.65,0.075834825,82.9908,2004,1.0,2,1258.362,20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDD14,20.7,0.170072462,183.8266,1999,2.0,3,1844.266,25,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FDU19,8.77,0.0,173.6422,1987,3.0,1,517.3266,37,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
DRJ39,20.25,0.036399734,219.3482,2002,,2,8323.8316,22,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
FDI04,13.65,0.072912432,198.4426,1997,1.0,3,5536.7928,27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
NCQ54,17.7,0.012567811,168.4474,2002,,2,2358.2636,22,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
FDW12,8.315,0.035773394,144.3444,2007,,2,3483.4656,17,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDQ32,,0.046382793,122.8388,1985,2.0,1,2972.1312,39,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
DRG49,7.81,0.067836851,246.1486,2007,,2,5375.6692,17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
FDP58,11.1,0.0,220.7482,1999,2.0,3,4380.964,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FDD57,18.1,0.022434418,96.2094,1999,2.0,3,952.094,25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
DRG23,8.88,0.086764795,153.8682,2004,1.0,2,1829.6184,20,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
NCZ17,12.15,0.0,39.1506,2007,,2,1480.0734,17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
DRJ11,9.5,0.085437778,188.4872,2009,2.0,1,3592.6568,15,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
FDG16,15.25,0.089998959,215.1192,2002,,2,2157.192,22,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FDZ51,,0.054288646,96.6094,1985,2.0,1,2189.8162,39,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
NCN43,12.15,0.0,123.773,1997,1.0,3,3325.671,27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
NCN30,16.35,0.016993204,95.741,1997,1.0,3,965.41,27,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
FDP39,,0.06908877,52.3324,1985,2.0,1,1298.31,39,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDP34,12.85,0.137441201,157.663,1999,2.0,3,2659.871,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FDM44,12.5,0.051970788,103.699,1998,,1,412.796,26,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
FDC28,7.905,0.0,109.1254,2007,,2,1627.881,17,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
DRC24,17.85,0.02492239,153.4998,2009,2.0,1,2922.1962,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
FDN46,7.21,0.144924795,100.8332,2002,,2,1537.998,22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
NCN53,5.175,0.030349723,37.0874,2004,1.0,2,423.4488,20,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
FDY32,,0.226284381,163.221,1985,1.0,3,326.242,39,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
NCW06,16.2,0.050625182,193.1162,2007,,2,2501.4106,17,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FDY48,14.0,0.02371512,103.8332,1987,3.0,1,1743.0644,37,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
NCP29,8.42,0.112177581,65.9168,1987,3.0,1,958.752,37,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FDB60,9.3,0.04774013,195.0136,1998,,1,194.4136,26,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
DRE60,9.395,0.159304333,226.172,2004,1.0,2,3848.324,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
FDN51,17.85,0.020989308,260.7936,2002,,2,4697.8848,22,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
DRE15,,0.01769927,74.2012,1985,2.0,1,1290.3204,39,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
DRG15,6.13,0.0,60.1536,1987,3.0,1,1102.5648,37,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
FDX55,,0.096658404,216.9166,1985,1.0,3,217.7166,39,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
FDC57,20.1,0.054816926,194.282,2009,2.0,1,1544.656,15,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
FDA25,16.5,0.068511103,103.699,2007,,2,1651.184,17,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
NCK29,5.615,0.12574524,122.473,2004,1.0,2,1354.903,20,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
FDP48,7.52,0.044023213,183.095,1997,1.0,3,5492.85,27,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDP49,,0.068754395,54.5614,1985,2.0,1,1713.1034,39,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDL38,13.8,0.024660202,87.4172,1998,,1,178.4344,26,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
FDZ21,17.6,0.039214444,98.241,2004,1.0,2,1930.82,20,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDQ44,20.5,0.036344721,122.3756,2007,,2,2544.6876,17,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
NCB42,11.8,0.008554052,116.9492,1987,3.0,1,1969.4364,37,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FDY15,,0.170000805,155.963,1985,2.0,1,4537.427,39,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
NCW05,20.25,0.148302815,108.3938,1999,2.0,3,2787.0388,25,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
FDR23,15.85,0.081914677,177.637,1999,2.0,3,3352.303,25,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FDO34,17.7,0.029914022,166.2816,1987,3.0,1,2516.724,37,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDZ36,6.035,0.065771344,185.324,2004,1.0,2,3728.48,20,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDX58,,0.043551753,184.495,1985,2.0,1,7873.085,39,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
NCJ18,12.35,0.163941937,117.0124,1997,1.0,3,1540.6612,27,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
FDP22,14.65,0.099692906,50.9666,2007,,2,717.7324,17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDH57,10.895,0.059834024,133.5284,1998,,1,263.6568,26,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
DRF51,15.75,0.166174549,37.4506,2002,,2,1062.6168,22,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
FDD51,11.15,0.119930029,44.2744,2004,1.0,2,588.5672,20,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDW04,8.985,0.057944376,131.531,2002,,2,1428.141,22,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FDZ21,17.6,0.065649353,94.841,1998,,1,193.082,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
NCJ30,,0.080249973,168.679,1985,2.0,1,4923.591,39,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
FDO45,13.15,0.037952777,89.5856,1997,1.0,3,1494.0552,27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDE41,9.195,0.064113698,86.5566,1999,2.0,3,1183.7924,25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
DRD13,,0.048841794,64.7168,1985,2.0,1,3068.0064,39,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
NCC07,19.6,0.02394662,106.9964,2004,1.0,2,1788.3388,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
FDE51,,0.096000183,43.7086,1985,2.0,1,1293.6494,39,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
NCG43,20.2,0.074177667,93.2462,1987,3.0,1,1018.0082,37,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FDS59,,0.04368089,110.157,1985,2.0,1,2306.997,39,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDV16,7.75,0.083268523,32.9558,2009,2.0,1,101.8674,15,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
FDC03,8.575,0.071832909,194.1794,2004,1.0,2,3316.3498,20,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDV60,20.2,0.0,197.211,1987,3.0,1,3535.398,37,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDJ60,19.35,0.062625641,165.3184,1999,2.0,3,1651.184,25,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
FDX20,7.365,0.042646566,225.172,2002,,2,452.744,22,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FDD17,7.5,0.0,237.7906,2004,1.0,2,1188.453,20,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDD08,8.3,0.03555434,37.4506,2007,,2,796.9626,17,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
FDX45,16.75,0.105068444,156.663,2002,,2,2816.334,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
FDM25,10.695,0.060912865,173.8712,2009,2.0,1,4570.0512,15,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
NCT42,5.88,0.02488732,147.5392,1997,1.0,3,2684.5056,27,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
FDT02,12.6,0.024194731,36.1874,1997,1.0,3,423.4488,27,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
FDV34,10.695,0.01141595,74.0038,1987,3.0,1,1034.6532,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
NCR41,17.85,0.018023997,95.9094,1997,1.0,3,2285.0256,27,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
FDT31,19.75,0.012499004,188.0872,2009,2.0,1,2458.1336,15,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
FDF33,7.97,0.036045991,107.5596,1998,,1,431.4384,26,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
NCU29,,0.044607722,145.976,1985,1.0,3,585.904,39,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
NCB55,15.7,0.16098885,57.8562,2002,,2,651.8182,22,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
NCU18,15.1,0.055793586,139.7496,1987,3.0,1,3952.1888,37,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FDZ59,6.63,0.104445322,167.25,2009,2.0,1,1830.95,15,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
NCI29,8.6,0.032687702,140.9154,2002,,2,1134.5232,22,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
FDL03,,0.026949463,197.711,1985,2.0,1,4910.275,39,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
NCQ06,13.0,0.041909345,255.0014,2002,,2,5865.0322,22,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
FDY31,5.98,0.04363058,148.2418,1999,2.0,3,1618.5598,25,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
DRI03,6.03,0.0,175.1028,1999,2.0,3,1593.9252,25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
FDL38,13.8,0.014793124,88.5172,2009,2.0,1,2408.8644,15,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
FDR37,,0.065928735,183.0292,1985,2.0,1,8209.314,39,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDT59,,0.01583438,228.5668,1985,2.0,1,3225.1352,39,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FDV28,16.1,0.159728395,34.3558,1997,1.0,3,271.6464,27,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
NCX53,20.1,0.014925407,143.4154,1987,3.0,1,3545.385,37,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FDZ12,9.17,0.102893121,141.947,1987,3.0,1,4008.116,37,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
NCT05,10.895,0.020951848,255.3672,1997,1.0,3,767.0016,27,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
FDW38,5.325,0.0,55.8298,2004,1.0,2,485.3682,20,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
FDD33,12.85,0.108102606,233.3642,1987,3.0,1,3950.1914,37,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
